user,recommendations
5751,"[Row(movie=2984, rating=9.218252182006836), Row(movie=2342, rating=8.343162536621094), Row(movie=3413, rating=8.080827713012695), Row(movie=1891, rating=7.677072525024414), Row(movie=630, rating=7.639585494995117), Row(movie=2127, rating=7.135888576507568), Row(movie=2219, rating=7.010489463806152), Row(movie=557, rating=6.995815277099609), Row(movie=2197, rating=6.965147972106934), Row(movie=1436, rating=6.764846324920654)]"
3332,"[Row(movie=2760, rating=9.628820419311523), Row(movie=980, rating=8.368043899536133), Row(movie=310, rating=7.459881782531738), Row(movie=557, rating=6.648414611816406), Row(movie=1651, rating=5.928711414337158), Row(movie=2602, rating=5.897833824157715), Row(movie=776, rating=5.796866416931152), Row(movie=2675, rating=5.788819789886475), Row(movie=729, rating=5.750259876251221), Row(movie=1567, rating=5.583006381988525)]"
4262,"[Row(movie=557, rating=7.448920249938965), Row(movie=3382, rating=6.955545902252197), Row(movie=2219, rating=5.9199981689453125), Row(movie=310, rating=5.7080183029174805), Row(movie=3413, rating=5.514530181884766), Row(movie=2342, rating=5.344086647033691), Row(movie=3517, rating=5.332271575927734), Row(movie=2197, rating=5.274638652801514), Row(movie=630, rating=4.859161376953125), Row(movie=2332, rating=4.829521179199219)]"
1843,"[Row(movie=980, rating=7.926908493041992), Row(movie=2705, rating=7.579762935638428), Row(movie=2825, rating=7.542611598968506), Row(movie=310, rating=7.156902313232422), Row(movie=557, rating=7.079434394836426), Row(movie=2760, rating=6.685208797454834), Row(movie=2673, rating=6.324837684631348), Row(movie=3382, rating=6.310683250427246), Row(movie=844, rating=5.947544574737549), Row(movie=2964, rating=5.803432941436768)]"
2153,"[Row(movie=310, rating=9.09333610534668), Row(movie=557, rating=8.125345230102539), Row(movie=3382, rating=7.573061943054199), Row(movie=3517, rating=5.934055328369141), Row(movie=1039, rating=5.911107063293457), Row(movie=853, rating=5.901535511016846), Row(movie=106, rating=5.896071434020996), Row(movie=1519, rating=5.855347156524658), Row(movie=2760, rating=5.848316192626953), Row(movie=2765, rating=5.726369380950928)]"
3243,"[Row(movie=310, rating=8.319036483764648), Row(movie=557, rating=7.6598310470581055), Row(movie=3382, rating=6.898390293121338), Row(movie=853, rating=6.5107741355896), Row(movie=1651, rating=6.342290878295898), Row(movie=1659, rating=6.095870018005371), Row(movie=3517, rating=6.018115997314453), Row(movie=2602, rating=5.978117942810059), Row(movie=3413, rating=5.865884780883789), Row(movie=776, rating=5.741304874420166)]"
4623,"[Row(movie=2209, rating=10.82940673828125), Row(movie=1864, rating=10.074443817138672), Row(movie=1539, rating=10.052162170410156), Row(movie=3116, rating=8.806407928466797), Row(movie=1899, rating=8.700389862060547), Row(movie=1570, rating=8.640653610229492), Row(movie=310, rating=8.62436580657959), Row(movie=3413, rating=8.567241668701172), Row(movie=2219, rating=8.359452247619629), Row(movie=2569, rating=8.096948623657227)]"
644,"[Row(movie=310, rating=11.282415390014648), Row(movie=2962, rating=10.393325805664062), Row(movie=2705, rating=9.885969161987305), Row(movie=2679, rating=9.521172523498535), Row(movie=2825, rating=9.159567832946777), Row(movie=2760, rating=9.014957427978516), Row(movie=751, rating=8.997466087341309), Row(movie=106, rating=8.76049518585205), Row(movie=1360, rating=8.378480911254883), Row(movie=2765, rating=7.661778450012207)]"
1314,"[Row(movie=1539, rating=11.208939552307129), Row(movie=2964, rating=9.634355545043945), Row(movie=729, rating=9.333830833435059), Row(movie=1570, rating=9.236648559570312), Row(movie=2892, rating=8.689990043640137), Row(movie=3413, rating=8.533843040466309), Row(movie=1058, rating=8.407083511352539), Row(movie=618, rating=8.297041893005371), Row(movie=776, rating=8.147561073303223), Row(movie=1636, rating=7.8451080322265625)]"
4034,"[Row(movie=557, rating=8.077606201171875), Row(movie=3382, rating=7.359428405761719), Row(movie=310, rating=6.231659889221191), Row(movie=3533, rating=5.743194580078125), Row(movie=1570, rating=5.731236934661865), Row(movie=729, rating=5.717344284057617), Row(movie=1149, rating=5.5163679122924805), Row(movie=632, rating=5.409911155700684), Row(movie=3245, rating=5.401848793029785), Row(movie=2219, rating=5.391664028167725)]"
5554,"[Row(movie=310, rating=9.27033519744873), Row(movie=2209, rating=7.431450843811035), Row(movie=1864, rating=7.358707427978516), Row(movie=2964, rating=7.085002422332764), Row(movie=557, rating=7.027870178222656), Row(movie=1651, rating=6.980428218841553), Row(movie=853, rating=6.885961532592773), Row(movie=1039, rating=6.3703203201293945), Row(movie=1899, rating=6.2467169761657715), Row(movie=1570, rating=6.221564769744873)]"
5594,"[Row(movie=557, rating=7.30517578125), Row(movie=2562, rating=7.147792339324951), Row(movie=2825, rating=6.925932884216309), Row(movie=3382, rating=6.801606178283691), Row(movie=2129, rating=6.374528884887695), Row(movie=2192, rating=6.250553607940674), Row(movie=1149, rating=5.956814765930176), Row(movie=1795, rating=5.833468437194824), Row(movie=980, rating=5.805899620056152), Row(movie=2705, rating=5.790090084075928)]"
826,"[Row(movie=2129, rating=11.375188827514648), Row(movie=2850, rating=11.215658187866211), Row(movie=1002, rating=11.144150733947754), Row(movie=3293, rating=11.139187812805176), Row(movie=2562, rating=10.60715103149414), Row(movie=1164, rating=9.62512493133545), Row(movie=2892, rating=9.597687721252441), Row(movie=136, rating=8.90449047088623), Row(movie=1664, rating=8.792133331298828), Row(movie=2215, rating=8.458979606628418)]"
1186,"[Row(movie=557, rating=8.573488235473633), Row(movie=3382, rating=8.509746551513672), Row(movie=2219, rating=8.36063289642334), Row(movie=2192, rating=8.19786262512207), Row(movie=2342, rating=7.18821907043457), Row(movie=874, rating=7.074033260345459), Row(movie=630, rating=6.886782646179199), Row(movie=1138, rating=6.5063252449035645), Row(movie=2197, rating=6.496787071228027), Row(movie=2765, rating=6.492293357849121)]"
257,"[Row(movie=557, rating=9.198014259338379), Row(movie=3382, rating=8.508544921875), Row(movie=1149, rating=6.7396440505981445), Row(movie=2562, rating=6.668112277984619), Row(movie=729, rating=6.381917953491211), Row(movie=2538, rating=6.248579025268555), Row(movie=2219, rating=6.234978675842285), Row(movie=3542, rating=5.989377975463867), Row(movie=3338, rating=5.988177299499512), Row(movie=3800, rating=5.894025802612305)]"
1497,"[Row(movie=557, rating=8.102855682373047), Row(movie=3382, rating=7.178865909576416), Row(movie=729, rating=6.379530906677246), Row(movie=310, rating=6.315203666687012), Row(movie=1570, rating=5.895755290985107), Row(movie=980, rating=5.676119327545166), Row(movie=3245, rating=5.624568462371826), Row(movie=3533, rating=5.4913249015808105), Row(movie=632, rating=5.472456932067871), Row(movie=1149, rating=5.4722394943237305)]"
3097,"[Row(movie=980, rating=12.660690307617188), Row(movie=2760, rating=11.296926498413086), Row(movie=729, rating=10.046449661254883), Row(movie=3636, rating=9.90681266784668), Row(movie=2892, rating=9.807941436767578), Row(movie=2850, rating=9.387564659118652), Row(movie=1664, rating=8.336819648742676), Row(movie=1553, rating=8.176229476928711), Row(movie=136, rating=8.103647232055664), Row(movie=3905, rating=8.03239917755127)]"
1250,"[Row(movie=980, rating=10.968688011169434), Row(movie=2964, rating=10.6767578125), Row(movie=2825, rating=9.863752365112305), Row(movie=2705, rating=8.783119201660156), Row(movie=1570, rating=8.709979057312012), Row(movie=1864, rating=8.707208633422852), Row(movie=567, rating=8.611976623535156), Row(movie=844, rating=8.407037734985352), Row(movie=3533, rating=8.391412734985352), Row(movie=2930, rating=8.179408073425293)]"
2418,"[Row(movie=2892, rating=8.450045585632324), Row(movie=3413, rating=7.435975074768066), Row(movie=1636, rating=6.959030628204346), Row(movie=729, rating=6.756760597229004), Row(movie=2219, rating=6.707607746124268), Row(movie=1796, rating=6.407780170440674), Row(movie=1585, rating=6.202263832092285), Row(movie=1846, rating=6.122687339782715), Row(movie=3892, rating=6.122419834136963), Row(movie=618, rating=6.037601470947266)]"
4318,"[Row(movie=557, rating=8.07302474975586), Row(movie=3382, rating=7.4565582275390625), Row(movie=2219, rating=7.240006446838379), Row(movie=1570, rating=7.071949005126953), Row(movie=2209, rating=7.036608695983887), Row(movie=3533, rating=6.793704509735107), Row(movie=632, rating=6.545771598815918), Row(movie=1138, rating=6.311773777008057), Row(movie=3892, rating=6.289182662963867), Row(movie=2569, rating=6.185970306396484)]"
299,"[Row(movie=3533, rating=8.236724853515625), Row(movie=1570, rating=8.165318489074707), Row(movie=980, rating=7.9759907722473145), Row(movie=557, rating=7.538840293884277), Row(movie=2964, rating=7.387255668640137), Row(movie=729, rating=7.309450149536133), Row(movie=1138, rating=7.0667524337768555), Row(movie=567, rating=6.8145575523376465), Row(movie=97, rating=6.680870532989502), Row(movie=3382, rating=6.597434997558594)]"
1569,"[Row(movie=980, rating=9.339517593383789), Row(movie=2760, rating=9.001823425292969), Row(movie=557, rating=7.699239730834961), Row(movie=2705, rating=7.309747695922852), Row(movie=3382, rating=6.629949569702148), Row(movie=729, rating=6.6282219886779785), Row(movie=1149, rating=6.190481662750244), Row(movie=2129, rating=6.140661239624023), Row(movie=1664, rating=6.138964653015137), Row(movie=2673, rating=6.07740592956543)]"
3119,"[Row(movie=310, rating=8.476213455200195), Row(movie=2984, rating=8.125114440917969), Row(movie=3413, rating=7.857580184936523), Row(movie=1659, rating=7.149479866027832), Row(movie=853, rating=7.142669677734375), Row(movie=1436, rating=7.025624752044678), Row(movie=630, rating=7.01357889175415), Row(movie=1651, rating=6.548539161682129), Row(movie=958, rating=6.481198310852051), Row(movie=2765, rating=6.3678789138793945)]"
4419,"[Row(movie=2892, rating=14.538558006286621), Row(movie=1567, rating=13.021045684814453), Row(movie=566, rating=10.992935180664062), Row(movie=729, rating=10.608057975769043), Row(movie=776, rating=10.056085586547852), Row(movie=2760, rating=9.976818084716797), Row(movie=2127, rating=9.824505805969238), Row(movie=37, rating=9.801316261291504), Row(movie=2602, rating=9.645491600036621), Row(movie=136, rating=9.606193542480469)]"
5579,"[Row(movie=557, rating=8.112330436706543), Row(movie=1570, rating=7.81351900100708), Row(movie=2219, rating=7.788724899291992), Row(movie=2209, rating=7.78320837020874), Row(movie=3382, rating=7.389461994171143), Row(movie=1539, rating=7.232326507568359), Row(movie=632, rating=7.116830348968506), Row(movie=3413, rating=7.108275413513184), Row(movie=3533, rating=6.994997978210449), Row(movie=3892, rating=6.946133613586426)]"
1220,"[Row(movie=2602, rating=8.077914237976074), Row(movie=3413, rating=7.828672885894775), Row(movie=310, rating=7.649432182312012), Row(movie=853, rating=7.1887431144714355), Row(movie=1651, rating=7.1197509765625), Row(movie=1659, rating=6.987916946411133), Row(movie=2984, rating=6.969876289367676), Row(movie=776, rating=6.782289981842041), Row(movie=37, rating=6.491492748260498), Row(movie=598, rating=6.41762113571167)]"
1490,"[Row(movie=557, rating=8.259389877319336), Row(movie=3382, rating=7.671102046966553), Row(movie=2219, rating=6.956209659576416), Row(movie=2209, rating=6.213339805603027), Row(movie=1570, rating=6.168130397796631), Row(movie=310, rating=6.10972785949707), Row(movie=632, rating=6.013972282409668), Row(movie=3533, rating=6.009280204772949), Row(movie=3413, rating=5.96219539642334), Row(movie=3245, rating=5.754254341125488)]"
3080,"[Row(movie=310, rating=9.82303524017334), Row(movie=2705, rating=7.953926086425781), Row(movie=2825, rating=7.905731201171875), Row(movie=106, rating=7.633455276489258), Row(movie=557, rating=7.601073265075684), Row(movie=2962, rating=7.557643890380859), Row(movie=751, rating=7.536238670349121), Row(movie=2679, rating=7.384156227111816), Row(movie=3382, rating=7.298910617828369), Row(movie=2760, rating=7.248907089233398)]"
4130,"[Row(movie=557, rating=7.482671737670898), Row(movie=310, rating=7.068805694580078), Row(movie=3382, rating=6.70734977722168), Row(movie=853, rating=5.428994655609131), Row(movie=1039, rating=5.367170333862305), Row(movie=1651, rating=5.260341644287109), Row(movie=1570, rating=5.238547325134277), Row(movie=3245, rating=5.214166641235352), Row(movie=3517, rating=5.137467384338379), Row(movie=729, rating=5.135515213012695)]"
4870,"[Row(movie=557, rating=7.491936683654785), Row(movie=3382, rating=7.190887928009033), Row(movie=2192, rating=6.503006458282471), Row(movie=2219, rating=6.396860122680664), Row(movie=874, rating=5.85709285736084), Row(movie=1138, rating=5.655320167541504), Row(movie=2538, rating=5.533299446105957), Row(movie=3533, rating=5.320734024047852), Row(movie=1312, rating=5.2457098960876465), Row(movie=1149, rating=5.237696170806885)]"
5580,"[Row(movie=557, rating=8.182534217834473), Row(movie=3382, rating=8.111200332641602), Row(movie=310, rating=7.354685306549072), Row(movie=2192, rating=7.302219390869141), Row(movie=2765, rating=7.0308380126953125), Row(movie=2219, rating=6.8869500160217285), Row(movie=1039, rating=6.1323161125183105), Row(movie=2342, rating=6.104391574859619), Row(movie=3116, rating=6.054806709289551), Row(movie=2209, rating=5.998311996459961)]"
5610,"[Row(movie=557, rating=8.038043975830078), Row(movie=3382, rating=7.420431613922119), Row(movie=310, rating=7.297715187072754), Row(movie=2219, rating=5.964686393737793), Row(movie=1039, rating=5.752170085906982), Row(movie=3517, rating=5.739967346191406), Row(movie=853, rating=5.6885881423950195), Row(movie=3413, rating=5.673933982849121), Row(movie=1659, rating=5.582180976867676), Row(movie=2209, rating=5.475127220153809)]"
1222,"[Row(movie=2760, rating=7.07710075378418), Row(movie=980, rating=6.715561389923096), Row(movie=557, rating=6.363797187805176), Row(movie=3382, rating=5.508370876312256), Row(movie=310, rating=5.4311041831970215), Row(movie=2705, rating=5.240776062011719), Row(movie=729, rating=4.982119083404541), Row(movie=1664, rating=4.756033897399902), Row(movie=1149, rating=4.701984405517578), Row(movie=3542, rating=4.551036357879639)]"
3056,"[Row(movie=310, rating=7.948414325714111), Row(movie=557, rating=7.496613502502441), Row(movie=3382, rating=7.026541709899902), Row(movie=853, rating=6.166707992553711), Row(movie=3413, rating=6.017490863800049), Row(movie=1659, rating=5.983086109161377), Row(movie=3517, rating=5.925487518310547), Row(movie=1651, rating=5.75828742980957), Row(movie=1039, rating=5.680532932281494), Row(movie=2219, rating=5.628154754638672)]"
3806,"[Row(movie=310, rating=7.334256172180176), Row(movie=2765, rating=6.926144599914551), Row(movie=1436, rating=6.061752796173096), Row(movie=3116, rating=5.952561378479004), Row(movie=630, rating=5.915688991546631), Row(movie=3413, rating=5.879764080047607), Row(movie=2785, rating=5.840823650360107), Row(movie=2984, rating=5.799703121185303), Row(movie=2219, rating=5.758440971374512), Row(movie=1659, rating=5.655207633972168)]"
4476,"[Row(movie=2825, rating=9.531564712524414), Row(movie=980, rating=9.137840270996094), Row(movie=2760, rating=8.825005531311035), Row(movie=2705, rating=8.705581665039062), Row(movie=2129, rating=8.554431915283203), Row(movie=2562, rating=8.405167579650879), Row(movie=2962, rating=7.720974922180176), Row(movie=682, rating=7.376979827880859), Row(movie=2673, rating=7.1003313064575195), Row(movie=3657, rating=7.0999627113342285)]"
5656,"[Row(movie=980, rating=12.709251403808594), Row(movie=2760, rating=11.66673755645752), Row(movie=3636, rating=9.716472625732422), Row(movie=2964, rating=8.098897933959961), Row(movie=729, rating=7.971728324890137), Row(movie=2850, rating=7.67219352722168), Row(movie=2892, rating=7.236227989196777), Row(movie=2705, rating=7.108675003051758), Row(movie=1553, rating=7.006061553955078), Row(movie=1664, rating=6.8104400634765625)]"
117,"[Row(movie=557, rating=7.064431667327881), Row(movie=310, rating=6.833240509033203), Row(movie=3382, rating=6.590729713439941), Row(movie=3413, rating=5.480789661407471), Row(movie=3517, rating=5.445756435394287), Row(movie=853, rating=5.318333625793457), Row(movie=1659, rating=5.2495574951171875), Row(movie=2219, rating=5.216437339782715), Row(movie=2342, rating=5.093090057373047), Row(movie=1436, rating=5.028947830200195)]"
227,"[Row(movie=2964, rating=9.416993141174316), Row(movie=980, rating=9.390703201293945), Row(movie=1570, rating=7.825240135192871), Row(movie=1864, rating=7.13737154006958), Row(movie=3533, rating=7.04221248626709), Row(movie=2209, rating=6.789247512817383), Row(movie=844, rating=6.741218566894531), Row(movie=567, rating=6.715587615966797), Row(movie=2830, rating=6.643950462341309), Row(movie=2705, rating=6.579108715057373)]"
2987,"[Row(movie=2760, rating=9.978668212890625), Row(movie=980, rating=9.76999568939209), Row(movie=729, rating=7.158899784088135), Row(movie=3636, rating=6.912817478179932), Row(movie=557, rating=6.723545074462891), Row(movie=2964, rating=6.267754077911377), Row(movie=310, rating=6.193241119384766), Row(movie=776, rating=6.116202354431152), Row(movie=1664, rating=5.954151153564453), Row(movie=1567, rating=5.935219764709473)]"
4247,"[Row(movie=310, rating=7.6997528076171875), Row(movie=1651, rating=6.915351390838623), Row(movie=853, rating=6.834972381591797), Row(movie=2602, rating=6.752275466918945), Row(movie=3413, rating=6.518686771392822), Row(movie=776, rating=6.450299263000488), Row(movie=557, rating=6.450270175933838), Row(movie=1659, rating=6.382552146911621), Row(movie=1539, rating=6.088459491729736), Row(movie=598, rating=5.927062034606934)]"
579,"[Row(movie=310, rating=8.831945419311523), Row(movie=853, rating=7.271754264831543), Row(movie=1651, rating=7.127720832824707), Row(movie=557, rating=6.955301284790039), Row(movie=1659, rating=6.802647113800049), Row(movie=3413, rating=6.635106563568115), Row(movie=3382, rating=6.2695488929748535), Row(movie=2602, rating=5.994720458984375), Row(movie=3517, rating=5.979801654815674), Row(movie=1539, rating=5.715446949005127)]"
1299,"[Row(movie=557, rating=8.039464950561523), Row(movie=310, rating=7.838602066040039), Row(movie=3382, rating=7.531980037689209), Row(movie=2562, rating=6.4778852462768555), Row(movie=2760, rating=5.808270454406738), Row(movie=106, rating=5.687193870544434), Row(movie=1930, rating=5.6456499099731445), Row(movie=2342, rating=5.576303482055664), Row(movie=3517, rating=5.541616439819336), Row(movie=666, rating=5.494307518005371)]"
2131,"[Row(movie=310, rating=7.842331886291504), Row(movie=557, rating=7.525267601013184), Row(movie=3382, rating=7.167957305908203), Row(movie=2765, rating=5.885387420654297), Row(movie=1039, rating=5.785099029541016), Row(movie=3517, rating=5.306164741516113), Row(movie=853, rating=5.276952743530273), Row(movie=2209, rating=5.025279998779297), Row(movie=769, rating=5.005891799926758), Row(movie=3542, rating=4.956079483032227)]"
2891,"[Row(movie=557, rating=6.962636947631836), Row(movie=3382, rating=6.341347694396973), Row(movie=310, rating=5.214532852172852), Row(movie=729, rating=4.819901943206787), Row(movie=1149, rating=4.755983352661133), Row(movie=3517, rating=4.752996444702148), Row(movie=2219, rating=4.645624160766602), Row(movie=2127, rating=4.62274694442749), Row(movie=2197, rating=4.557732582092285), Row(movie=2342, rating=4.503809928894043)]"
3181,"[Row(movie=2825, rating=10.056962013244629), Row(movie=2705, rating=8.396102905273438), Row(movie=310, rating=7.855323791503906), Row(movie=557, rating=7.298434257507324), Row(movie=2962, rating=7.295604228973389), Row(movie=2679, rating=7.184895038604736), Row(movie=3382, rating=6.975080966949463), Row(movie=1743, rating=6.835636138916016), Row(movie=2562, rating=6.820169925689697), Row(movie=2673, rating=6.726080894470215)]"
3931,"[Row(movie=557, rating=7.148782253265381), Row(movie=310, rating=6.991315841674805), Row(movie=3382, rating=6.229977607727051), Row(movie=1570, rating=6.178651809692383), Row(movie=980, rating=6.0162763595581055), Row(movie=2964, rating=5.930817604064941), Row(movie=2209, rating=5.796189785003662), Row(movie=729, rating=5.538649559020996), Row(movie=3245, rating=5.527392387390137), Row(movie=853, rating=5.522360801696777)]"
1603,"[Row(movie=2892, rating=8.880197525024414), Row(movie=729, rating=8.21041488647461), Row(movie=557, rating=7.6868791580200195), Row(movie=136, rating=7.412356376647949), Row(movie=2538, rating=7.403775215148926), Row(movie=2850, rating=7.05979585647583), Row(movie=1846, rating=6.902816295623779), Row(movie=1585, rating=6.8264055252075195), Row(movie=2056, rating=6.773368835449219), Row(movie=3382, rating=6.65918493270874)]"
2743,"[Row(movie=557, rating=7.668277740478516), Row(movie=3382, rating=6.789573669433594), Row(movie=729, rating=6.08585262298584), Row(movie=3413, rating=6.07561731338501), Row(movie=310, rating=6.010978698730469), Row(movie=2219, rating=5.772177696228027), Row(movie=1570, rating=5.509917259216309), Row(movie=776, rating=5.47711706161499), Row(movie=3245, rating=5.452754974365234), Row(movie=3517, rating=5.431748390197754)]"
5713,"[Row(movie=2538, rating=10.026898384094238), Row(movie=874, rating=9.718856811523438), Row(movie=1543, rating=9.26303482055664), Row(movie=2892, rating=9.109442710876465), Row(movie=2219, rating=9.067476272583008), Row(movie=1796, rating=8.890386581420898), Row(movie=3892, rating=8.644588470458984), Row(movie=1846, rating=8.557082176208496), Row(movie=2056, rating=8.157587051391602), Row(movie=3533, rating=8.109537124633789)]"
64,"[Row(movie=2984, rating=8.53689193725586), Row(movie=1567, rating=8.387605667114258), Row(movie=2602, rating=8.369757652282715), Row(movie=1930, rating=8.304603576660156), Row(movie=557, rating=8.232261657714844), Row(movie=2342, rating=7.998965740203857), Row(movie=2127, rating=7.636231422424316), Row(movie=3382, rating=7.5064592361450195), Row(movie=124, rating=7.387107849121094), Row(movie=310, rating=7.324907302856445)]"
1874,"[Row(movie=2760, rating=10.613622665405273), Row(movie=980, rating=9.182281494140625), Row(movie=310, rating=7.208105087280273), Row(movie=557, rating=6.048697471618652), Row(movie=3636, rating=6.039214134216309), Row(movie=2705, rating=6.020566940307617), Row(movie=2602, rating=5.974184989929199), Row(movie=1651, rating=5.795714855194092), Row(movie=2675, rating=5.788593769073486), Row(movie=729, rating=5.63127326965332)]"
2984,"[Row(movie=2892, rating=11.300284385681152), Row(movie=1567, rating=10.30488395690918), Row(movie=1002, rating=9.779269218444824), Row(movie=3293, rating=9.452262878417969), Row(movie=136, rating=9.070535659790039), Row(movie=2342, rating=9.019979476928711), Row(movie=2127, rating=8.862213134765625), Row(movie=2850, rating=8.707683563232422), Row(movie=1796, rating=8.55141830444336), Row(movie=124, rating=8.381637573242188)]"
1225,"[Row(movie=557, rating=7.701931953430176), Row(movie=310, rating=7.673742294311523), Row(movie=3382, rating=7.259714603424072), Row(movie=2209, rating=6.754823684692383), Row(movie=1864, rating=6.1237311363220215), Row(movie=1039, rating=6.084880828857422), Row(movie=769, rating=5.825811862945557), Row(movie=1138, rating=5.779245376586914), Row(movie=2765, rating=5.776941776275635), Row(movie=2192, rating=5.721854209899902)]"
2845,"[Row(movie=2760, rating=10.420534133911133), Row(movie=310, rating=10.082938194274902), Row(movie=2602, rating=8.524286270141602), Row(movie=2675, rating=7.503719806671143), Row(movie=557, rating=7.316786766052246), Row(movie=1651, rating=7.09464168548584), Row(movie=980, rating=6.922244071960449), Row(movie=2494, rating=6.7422637939453125), Row(movie=887, rating=6.733648777008057), Row(movie=853, rating=6.6507368087768555)]"
2895,"[Row(movie=557, rating=7.969182014465332), Row(movie=3382, rating=7.686972141265869), Row(movie=310, rating=7.281294822692871), Row(movie=2825, rating=7.269841194152832), Row(movie=2562, rating=6.809048175811768), Row(movie=2192, rating=6.722701072692871), Row(movie=2800, rating=6.155667304992676), Row(movie=2765, rating=6.1406073570251465), Row(movie=2705, rating=5.773566722869873), Row(movie=106, rating=5.731357574462891)]"
4465,"[Row(movie=2825, rating=8.549518585205078), Row(movie=2705, rating=7.742424011230469), Row(movie=2562, rating=7.731257915496826), Row(movie=2760, rating=7.488704681396484), Row(movie=980, rating=7.164279937744141), Row(movie=2129, rating=7.034204483032227), Row(movie=2962, rating=6.840174674987793), Row(movie=557, rating=6.515170097351074), Row(movie=1795, rating=6.331061363220215), Row(movie=2673, rating=6.27803373336792)]"
1478,"[Row(movie=2760, rating=8.66318130493164), Row(movie=2705, rating=8.432504653930664), Row(movie=310, rating=8.405533790588379), Row(movie=2562, rating=8.386857986450195), Row(movie=2962, rating=8.089716911315918), Row(movie=2825, rating=7.989568710327148), Row(movie=557, rating=7.805521011352539), Row(movie=106, rating=7.555788993835449), Row(movie=3382, rating=7.352214813232422), Row(movie=751, rating=7.323207855224609)]"
3281,"[Row(movie=310, rating=8.865288734436035), Row(movie=557, rating=7.756019592285156), Row(movie=3382, rating=6.834526062011719), Row(movie=1651, rating=6.802277565002441), Row(movie=853, rating=6.792466640472412), Row(movie=1659, rating=6.08834171295166), Row(movie=1039, rating=5.845342636108398), Row(movie=3517, rating=5.834266662597656), Row(movie=776, rating=5.765275001525879), Row(movie=2675, rating=5.506593704223633)]"
1050,"[Row(movie=557, rating=6.6979756355285645), Row(movie=310, rating=6.259971618652344), Row(movie=2760, rating=6.175656318664551), Row(movie=3382, rating=6.065213680267334), Row(movie=2562, rating=5.240234851837158), Row(movie=106, rating=4.695346355438232), Row(movie=980, rating=4.6708478927612305), Row(movie=1795, rating=4.641961097717285), Row(movie=666, rating=4.632613182067871), Row(movie=3542, rating=4.624859809875488)]"
2220,"[Row(movie=2192, rating=11.509873390197754), Row(movie=1138, rating=9.448991775512695), Row(movie=2825, rating=9.404491424560547), Row(movie=874, rating=8.412590026855469), Row(movie=557, rating=8.288581848144531), Row(movie=3382, rating=8.277286529541016), Row(movie=2800, rating=7.8664326667785645), Row(movie=2538, rating=7.80383825302124), Row(movie=3533, rating=7.75309419631958), Row(movie=2219, rating=7.5994672775268555)]"
1002,"[Row(movie=980, rating=9.165855407714844), Row(movie=2964, rating=8.18828010559082), Row(movie=1570, rating=7.4320855140686035), Row(movie=557, rating=7.30720329284668), Row(movie=3533, rating=7.161984443664551), Row(movie=2825, rating=6.990177631378174), Row(movie=2705, rating=6.965195655822754), Row(movie=844, rating=6.820562362670898), Row(movie=567, rating=6.685762882232666), Row(movie=2830, rating=6.625519275665283)]"
1252,"[Row(movie=3533, rating=7.932607650756836), Row(movie=729, rating=7.930328369140625), Row(movie=2538, rating=7.7495622634887695), Row(movie=557, rating=7.447013854980469), Row(movie=1570, rating=7.207327365875244), Row(movie=980, rating=7.1653008460998535), Row(movie=1543, rating=7.055388450622559), Row(movie=2892, rating=7.050719261169434), Row(movie=2850, rating=6.93757438659668), Row(movie=2512, rating=6.820537567138672)]"
1692,"[Row(movie=980, rating=7.677411079406738), Row(movie=557, rating=7.616908550262451), Row(movie=2825, rating=7.6121721267700195), Row(movie=2705, rating=7.350038528442383), Row(movie=3382, rating=6.889275550842285), Row(movie=2760, rating=6.878251552581787), Row(movie=310, rating=6.271459102630615), Row(movie=2673, rating=6.264106750488281), Row(movie=2562, rating=5.880460739135742), Row(movie=844, rating=5.876216888427734)]"
3762,"[Row(movie=2825, rating=7.52113676071167), Row(movie=1138, rating=6.024184226989746), Row(movie=2192, rating=5.921036243438721), Row(movie=557, rating=5.870550632476807), Row(movie=3533, rating=5.7553253173828125), Row(movie=980, rating=5.739106178283691), Row(movie=567, rating=5.5224151611328125), Row(movie=2705, rating=5.430948257446289), Row(movie=3382, rating=5.40808629989624), Row(movie=844, rating=5.300057411193848)]"
1733,"[Row(movie=557, rating=7.569677829742432), Row(movie=3382, rating=7.02023983001709), Row(movie=2825, rating=6.4755659103393555), Row(movie=2192, rating=5.930610179901123), Row(movie=1138, rating=5.8727521896362305), Row(movie=310, rating=5.837841987609863), Row(movie=3533, rating=5.714658737182617), Row(movie=980, rating=5.465428829193115), Row(movie=1149, rating=5.436370372772217), Row(movie=53, rating=5.289417266845703)]"
1973,"[Row(movie=557, rating=7.561037063598633), Row(movie=3382, rating=6.693710803985596), Row(movie=729, rating=6.370497703552246), Row(movie=1149, rating=5.804751873016357), Row(movie=980, rating=5.750730514526367), Row(movie=2760, rating=5.681192874908447), Row(movie=1664, rating=5.641826629638672), Row(movie=2892, rating=5.613425254821777), Row(movie=59, rating=5.348200798034668), Row(movie=136, rating=5.346424102783203)]"
504,"[Row(movie=557, rating=7.7623982429504395), Row(movie=310, rating=7.681674003601074), Row(movie=980, rating=7.429631233215332), Row(movie=2964, rating=7.261267185211182), Row(movie=1570, rating=7.0528764724731445), Row(movie=3382, rating=6.714667320251465), Row(movie=2209, rating=6.57114315032959), Row(movie=729, rating=6.158929347991943), Row(movie=3245, rating=6.097611904144287), Row(movie=1864, rating=6.094819068908691)]"
