movie,recommendations
2841,"[Row(user=2867, rating=5.288987159729004), Row(user=3902, rating=5.197881698608398), Row(user=283, rating=5.150406837463379), Row(user=4801, rating=5.022119998931885), Row(user=1856, rating=4.988778114318848), Row(user=2441, rating=4.938872337341309), Row(user=3296, rating=4.904195308685303), Row(user=5862, rating=4.887348651885986), Row(user=101, rating=4.868624687194824), Row(user=2697, rating=4.868168354034424)]"
1894,"[Row(user=2364, rating=5.004667282104492), Row(user=5188, rating=4.889011383056641), Row(user=2697, rating=4.753314971923828), Row(user=3902, rating=4.742759704589844), Row(user=3061, rating=4.70265007019043), Row(user=2066, rating=4.67838716506958), Row(user=4056, rating=4.675680637359619), Row(user=4145, rating=4.6540751457214355), Row(user=5258, rating=4.634857177734375), Row(user=86, rating=4.630156993865967)]"
2494,"[Row(user=2431, rating=10.152273178100586), Row(user=5515, rating=9.718284606933594), Row(user=906, rating=9.114118576049805), Row(user=4427, rating=9.044189453125), Row(user=5803, rating=9.020444869995117), Row(user=814, rating=8.75614070892334), Row(user=2582, rating=8.654698371887207), Row(user=607, rating=8.63976001739502), Row(user=3463, rating=8.471704483032227), Row(user=1849, rating=8.330946922302246)]"
2794,"[Row(user=2441, rating=5.148799896240234), Row(user=2329, rating=5.05717658996582), Row(user=2867, rating=4.961040496826172), Row(user=4201, rating=4.884626388549805), Row(user=421, rating=4.818781852722168), Row(user=5400, rating=4.80265998840332), Row(user=5258, rating=4.730903625488281), Row(user=4166, rating=4.71071720123291), Row(user=101, rating=4.689477920532227), Row(user=5973, rating=4.6788434982299805)]"
3404,"[Row(user=4143, rating=5.680530071258545), Row(user=5973, rating=5.575013637542725), Row(user=527, rating=5.539721965789795), Row(user=2867, rating=5.499876022338867), Row(user=101, rating=5.376145362854004), Row(user=283, rating=5.3755035400390625), Row(user=3902, rating=5.34625244140625), Row(user=898, rating=5.317070960998535), Row(user=4801, rating=5.180793285369873), Row(user=2732, rating=5.1239914894104)]"
3674,"[Row(user=5783, rating=7.08638334274292), Row(user=4143, rating=6.386172294616699), Row(user=430, rating=6.353793144226074), Row(user=5973, rating=6.349300384521484), Row(user=5901, rating=6.198268890380859), Row(user=2443, rating=6.120184898376465), Row(user=4676, rating=6.100443363189697), Row(user=3979, rating=6.060812950134277), Row(user=3275, rating=6.021903038024902), Row(user=2003, rating=5.973630905151367)]"
563,"[Row(user=1102, rating=13.1362886428833), Row(user=1918, rating=10.7412109375), Row(user=3545, rating=10.536057472229004), Row(user=5328, rating=10.06692123413086), Row(user=4228, rating=9.815574645996094), Row(user=2696, rating=9.576351165771484), Row(user=468, rating=9.476625442504883), Row(user=5758, rating=9.267416000366211), Row(user=5004, rating=9.178457260131836), Row(user=3714, rating=9.140869140625)]"
1263,"[Row(user=491, rating=6.584597110748291), Row(user=619, rating=6.164425373077393), Row(user=468, rating=6.102393627166748), Row(user=5735, rating=6.060650825500488), Row(user=2297, rating=6.049081802368164), Row(user=3448, rating=5.974836349487305), Row(user=794, rating=5.957679748535156), Row(user=2449, rating=5.947390556335449), Row(user=74, rating=5.9343085289001465), Row(user=417, rating=5.886830806732178)]"
615,"[Row(user=491, rating=7.018069744110107), Row(user=2673, rating=6.296185493469238), Row(user=784, rating=6.2950029373168945), Row(user=4383, rating=6.189035415649414), Row(user=1864, rating=6.058560848236084), Row(user=2981, rating=6.045401573181152), Row(user=144, rating=6.001430034637451), Row(user=5467, rating=5.994365215301514), Row(user=5069, rating=5.9347381591796875), Row(user=4713, rating=5.869903564453125)]"
2106,"[Row(user=5297, rating=7.516332626342773), Row(user=4441, rating=7.367985725402832), Row(user=1213, rating=7.096739292144775), Row(user=2560, rating=7.095789432525635), Row(user=2618, rating=6.608019828796387), Row(user=5122, rating=6.4530158042907715), Row(user=5325, rating=6.4238104820251465), Row(user=3330, rating=6.36806583404541), Row(user=2364, rating=6.360797882080078), Row(user=484, rating=6.298630714416504)]"
2246,"[Row(user=491, rating=7.800322532653809), Row(user=599, rating=6.8201775550842285), Row(user=1102, rating=6.559783458709717), Row(user=3570, rating=6.558470726013184), Row(user=1416, rating=6.46821403503418), Row(user=5004, rating=6.426688194274902), Row(user=1918, rating=6.422698020935059), Row(user=4383, rating=6.384406566619873), Row(user=1864, rating=6.371029853820801), Row(user=2696, rating=6.175057888031006)]"
3766,"[Row(user=4228, rating=5.649893283843994), Row(user=527, rating=5.612539768218994), Row(user=3061, rating=5.225203514099121), Row(user=4583, rating=5.219315528869629), Row(user=4145, rating=5.21398401260376), Row(user=3902, rating=5.1640706062316895), Row(user=1756, rating=5.141091346740723), Row(user=5983, rating=5.089996814727783), Row(user=2449, rating=5.037420749664307), Row(user=2867, rating=4.984990119934082)]"
327,"[Row(user=1213, rating=5.365874767303467), Row(user=5590, rating=5.024007320404053), Row(user=4676, rating=5.023460865020752), Row(user=283, rating=5.0171308517456055), Row(user=5810, rating=4.978452682495117), Row(user=5297, rating=4.976882457733154), Row(user=527, rating=4.745961666107178), Row(user=4565, rating=4.723080635070801), Row(user=3657, rating=4.71359395980835), Row(user=3765, rating=4.582467555999756)]"
2257,"[Row(user=5297, rating=7.173216819763184), Row(user=1213, rating=7.114350318908691), Row(user=4244, rating=6.61546516418457), Row(user=4676, rating=6.486256122589111), Row(user=4441, rating=6.331017017364502), Row(user=5810, rating=6.308908462524414), Row(user=5590, rating=6.137608528137207), Row(user=2673, rating=6.095057010650635), Row(user=1095, rating=6.033082008361816), Row(user=217, rating=6.02286958694458)]"
3517,"[Row(user=2867, rating=8.798177719116211), Row(user=2441, rating=8.534664154052734), Row(user=101, rating=8.266738891601562), Row(user=5973, rating=8.241541862487793), Row(user=4143, rating=8.183215141296387), Row(user=5400, rating=8.096470832824707), Row(user=4166, rating=8.074135780334473), Row(user=421, rating=7.996465682983398), Row(user=4216, rating=7.9810919761657715), Row(user=4801, rating=7.962711811065674)]"
2278,"[Row(user=3448, rating=4.972269535064697), Row(user=2339, rating=4.901600360870361), Row(user=5141, rating=4.810450077056885), Row(user=2449, rating=4.753969669342041), Row(user=2735, rating=4.729712009429932), Row(user=3296, rating=4.724103927612305), Row(user=1856, rating=4.701688766479492), Row(user=5697, rating=4.686773300170898), Row(user=2694, rating=4.68333101272583), Row(user=2363, rating=4.630393981933594)]"
849,"[Row(user=527, rating=5.475076675415039), Row(user=1756, rating=4.8525309562683105), Row(user=4228, rating=4.816070079803467), Row(user=2867, rating=4.808558464050293), Row(user=3902, rating=4.796350479125977), Row(user=5983, rating=4.761734485626221), Row(user=4143, rating=4.716404438018799), Row(user=246, rating=4.6887688636779785), Row(user=141, rating=4.631821632385254), Row(user=2428, rating=4.594085216522217)]"
1091,"[Row(user=2867, rating=4.704279899597168), Row(user=2441, rating=4.659506320953369), Row(user=3902, rating=4.538797855377197), Row(user=5400, rating=4.48372745513916), Row(user=2697, rating=4.471772193908691), Row(user=4801, rating=4.433416843414307), Row(user=5258, rating=4.422206878662109), Row(user=5697, rating=4.400362968444824), Row(user=5188, rating=4.372666835784912), Row(user=2195, rating=4.3693695068359375)]"
1901,"[Row(user=1341, rating=6.0140790939331055), Row(user=112, rating=5.931234359741211), Row(user=1459, rating=5.873388290405273), Row(user=2982, rating=5.851956367492676), Row(user=381, rating=5.823296546936035), Row(user=1966, rating=5.754939556121826), Row(user=489, rating=5.725559711456299), Row(user=4641, rating=5.724789142608643), Row(user=3545, rating=5.697219371795654), Row(user=2244, rating=5.688859939575195)]"
3401,"[Row(user=5783, rating=5.355788230895996), Row(user=5973, rating=4.8086395263671875), Row(user=4143, rating=4.783064842224121), Row(user=430, rating=4.729552268981934), Row(user=1319, rating=4.671511650085449), Row(user=2443, rating=4.645114898681641), Row(user=1213, rating=4.6081695556640625), Row(user=3979, rating=4.558192253112793), Row(user=5901, rating=4.553379058837891), Row(user=101, rating=4.538424968719482)]"
1703,"[Row(user=421, rating=6.008551120758057), Row(user=4143, rating=5.966547966003418), Row(user=101, rating=5.876894950866699), Row(user=5783, rating=5.862868309020996), Row(user=3979, rating=5.770779609680176), Row(user=5973, rating=5.743692398071289), Row(user=2867, rating=5.546097755432129), Row(user=898, rating=5.520033359527588), Row(user=5668, rating=5.380191326141357), Row(user=4216, rating=5.361430644989014)]"
1240,"[Row(user=2867, rating=5.800085067749023), Row(user=5672, rating=5.7358927726745605), Row(user=5400, rating=5.6358747482299805), Row(user=2694, rating=5.588037967681885), Row(user=3448, rating=5.515049457550049), Row(user=5877, rating=5.503555774688721), Row(user=2441, rating=5.476309776306152), Row(user=1856, rating=5.394458770751953), Row(user=3772, rating=5.390854358673096), Row(user=4135, rating=5.374614238739014)]"
1330,"[Row(user=527, rating=5.895089626312256), Row(user=4143, rating=5.526357173919678), Row(user=3902, rating=5.441309452056885), Row(user=101, rating=5.369922637939453), Row(user=898, rating=5.269599914550781), Row(user=2867, rating=5.243960857391357), Row(user=283, rating=5.163126468658447), Row(user=4801, rating=5.155616760253906), Row(user=5983, rating=5.152267932891846), Row(user=372, rating=5.146792888641357)]"
165,"[Row(user=2867, rating=5.363448143005371), Row(user=2441, rating=5.342355251312256), Row(user=5400, rating=5.134314060211182), Row(user=5258, rating=5.04180383682251), Row(user=3902, rating=5.03523588180542), Row(user=4801, rating=4.974321365356445), Row(user=3772, rating=4.923476219177246), Row(user=2697, rating=4.916650295257568), Row(user=4201, rating=4.886281490325928), Row(user=3456, rating=4.885622024536133)]"
775,"[Row(user=2431, rating=11.681392669677734), Row(user=906, rating=9.632574081420898), Row(user=2855, rating=9.492561340332031), Row(user=1907, rating=9.462888717651367), Row(user=1975, rating=9.28572940826416), Row(user=1989, rating=9.20755386352539), Row(user=1719, rating=9.037609100341797), Row(user=4642, rating=8.728107452392578), Row(user=112, rating=8.6315336227417), Row(user=3078, rating=8.577272415161133)]"
1132,"[Row(user=1341, rating=5.687808990478516), Row(user=2640, rating=5.641336441040039), Row(user=4175, rating=5.514026641845703), Row(user=784, rating=5.471574783325195), Row(user=1557, rating=5.461389541625977), Row(user=2981, rating=5.375737190246582), Row(user=2527, rating=5.3517985343933105), Row(user=1670, rating=5.339176654815674), Row(user=283, rating=5.337250709533691), Row(user=3657, rating=5.322991847991943)]"
3262,"[Row(user=491, rating=8.536935806274414), Row(user=4383, rating=7.8293070793151855), Row(user=599, rating=6.870971202850342), Row(user=5214, rating=6.791496276855469), Row(user=1416, rating=6.786599636077881), Row(user=4549, rating=6.59350061416626), Row(user=89, rating=6.524533271789551), Row(user=1864, rating=6.503601551055908), Row(user=3787, rating=6.497343063354492), Row(user=2534, rating=6.4822845458984375)]"
1654,"[Row(user=1213, rating=6.15999698638916), Row(user=4441, rating=5.926055908203125), Row(user=283, rating=5.693153381347656), Row(user=5297, rating=5.692038536071777), Row(user=4676, rating=5.605772972106934), Row(user=4565, rating=5.430541515350342), Row(user=5072, rating=5.425068378448486), Row(user=5122, rating=5.40736722946167), Row(user=5783, rating=5.37578821182251), Row(user=2502, rating=5.320652961730957)]"
2764,"[Row(user=2867, rating=5.565454483032227), Row(user=527, rating=5.348770618438721), Row(user=3902, rating=5.30653190612793), Row(user=3448, rating=5.296037673950195), Row(user=1856, rating=5.2437567710876465), Row(user=2339, rating=5.207380771636963), Row(user=5400, rating=5.201931953430176), Row(user=1157, rating=5.1953253746032715), Row(user=2441, rating=5.1596221923828125), Row(user=2755, rating=5.150851249694824)]"
3074,"[Row(user=3448, rating=5.953011989593506), Row(user=3373, rating=5.691262245178223), Row(user=2449, rating=5.645852565765381), Row(user=2735, rating=5.570282936096191), Row(user=5141, rating=5.531806945800781), Row(user=619, rating=5.490724563598633), Row(user=491, rating=5.462841987609863), Row(user=2339, rating=5.446231842041016), Row(user=5735, rating=5.393423080444336), Row(user=5697, rating=5.3828816413879395)]"
2019,"[Row(user=1341, rating=6.252005577087402), Row(user=882, rating=5.784278869628906), Row(user=3856, rating=5.741358757019043), Row(user=3657, rating=5.732905864715576), Row(user=4052, rating=5.717877388000488), Row(user=2640, rating=5.636634826660156), Row(user=597, rating=5.623931884765625), Row(user=2107, rating=5.614898681640625), Row(user=1670, rating=5.573223114013672), Row(user=1081, rating=5.568546772003174)]"
666,"[Row(user=5901, rating=12.025405883789062), Row(user=4676, rating=11.97321891784668), Row(user=4811, rating=10.574536323547363), Row(user=4630, rating=10.502196311950684), Row(user=5119, rating=10.202537536621094), Row(user=2274, rating=10.197993278503418), Row(user=1549, rating=9.877280235290527), Row(user=5810, rating=9.786247253417969), Row(user=870, rating=9.620335578918457), Row(user=2135, rating=9.593756675720215)]"
2428,"[Row(user=527, rating=5.478029251098633), Row(user=4143, rating=5.185710430145264), Row(user=3902, rating=5.047644138336182), Row(user=101, rating=4.987590789794922), Row(user=898, rating=4.932041168212891), Row(user=283, rating=4.892746448516846), Row(user=2867, rating=4.865528106689453), Row(user=372, rating=4.794435977935791), Row(user=5983, rating=4.786255359649658), Row(user=4801, rating=4.780240535736084)]"
1831,"[Row(user=2364, rating=4.716434478759766), Row(user=101, rating=4.634080410003662), Row(user=2697, rating=4.627248287200928), Row(user=3902, rating=4.575234413146973), Row(user=3960, rating=4.517965316772461), Row(user=1310, rating=4.466155529022217), Row(user=5668, rating=4.454118728637695), Row(user=2045, rating=4.429335594177246), Row(user=283, rating=4.403960227966309), Row(user=4801, rating=4.384252548217773)]"
1971,"[Row(user=527, rating=5.695878505706787), Row(user=745, rating=5.2831621170043945), Row(user=141, rating=5.0986504554748535), Row(user=246, rating=5.036645889282227), Row(user=1756, rating=5.032546520233154), Row(user=4143, rating=4.936833381652832), Row(user=4228, rating=4.894673824310303), Row(user=4231, rating=4.869872093200684), Row(user=2867, rating=4.865678787231445), Row(user=46, rating=4.833678245544434)]"
843,"[Row(user=1341, rating=1.2953360080718994), Row(user=5672, rating=1.2651827335357666), Row(user=5877, rating=1.213263750076294), Row(user=2694, rating=1.20916748046875), Row(user=2867, rating=1.2048819065093994), Row(user=1456, rating=1.1974608898162842), Row(user=5137, rating=1.1929917335510254), Row(user=3772, rating=1.1920042037963867), Row(user=5229, rating=1.1854666471481323), Row(user=210, rating=1.1813488006591797)]"
3305,"[Row(user=1341, rating=4.851911544799805), Row(user=2694, rating=4.5478925704956055), Row(user=283, rating=4.538382053375244), Row(user=3856, rating=4.5101776123046875), Row(user=2867, rating=4.482403755187988), Row(user=597, rating=4.436514377593994), Row(user=3657, rating=4.422192096710205), Row(user=5137, rating=4.417611122131348), Row(user=5229, rating=4.382352828979492), Row(user=5973, rating=4.380448341369629)]"
2157,"[Row(user=4676, rating=13.859136581420898), Row(user=5810, rating=11.402787208557129), Row(user=5901, rating=11.059637069702148), Row(user=5590, rating=10.969690322875977), Row(user=5603, rating=10.46516227722168), Row(user=1213, rating=10.455483436584473), Row(user=3275, rating=10.38615608215332), Row(user=4441, rating=10.225871086120605), Row(user=1967, rating=9.988837242126465), Row(user=5119, rating=9.778336524963379)]"
3637,"[Row(user=1102, rating=10.139796257019043), Row(user=5328, rating=8.366718292236328), Row(user=5004, rating=8.200963973999023), Row(user=5758, rating=8.197521209716797), Row(user=1918, rating=8.083577156066895), Row(user=2534, rating=8.0370512008667), Row(user=5297, rating=7.908812999725342), Row(user=4228, rating=7.881938457489014), Row(user=527, rating=7.848235130310059), Row(user=5983, rating=7.766454219818115)]"
2620,"[Row(user=283, rating=5.511351108551025), Row(user=5072, rating=5.303205490112305), Row(user=2311, rating=5.291945457458496), Row(user=5122, rating=5.262907981872559), Row(user=2560, rating=5.259922027587891), Row(user=210, rating=5.236893653869629), Row(user=3298, rating=5.1615190505981445), Row(user=5297, rating=5.152645587921143), Row(user=3296, rating=5.132909774780273), Row(user=4068, rating=5.102324962615967)]"
3330,"[Row(user=5810, rating=5.986667633056641), Row(user=3657, rating=5.647773742675781), Row(user=283, rating=5.365431785583496), Row(user=4244, rating=5.346749782562256), Row(user=4676, rating=5.31981086730957), Row(user=2107, rating=5.238702297210693), Row(user=527, rating=5.143870830535889), Row(user=2479, rating=5.122837066650391), Row(user=2755, rating=5.1117119789123535), Row(user=1256, rating=5.098284721374512)]"
2732,"[Row(user=4676, rating=7.481571197509766), Row(user=5810, rating=7.0122904777526855), Row(user=5901, rating=6.4560346603393555), Row(user=3657, rating=6.415792465209961), Row(user=878, rating=6.306486129760742), Row(user=1213, rating=6.263718605041504), Row(user=1549, rating=6.201455593109131), Row(user=882, rating=6.152616024017334), Row(user=5119, rating=6.136904239654541), Row(user=2640, rating=6.070314884185791)]"
3092,"[Row(user=527, rating=7.074838638305664), Row(user=5810, rating=6.9940385818481445), Row(user=283, rating=6.67454195022583), Row(user=3657, rating=6.653234958648682), Row(user=2755, rating=6.447770118713379), Row(user=745, rating=6.44620418548584), Row(user=5983, rating=6.424373626708984), Row(user=3765, rating=6.210503578186035), Row(user=5590, rating=6.195472717285156), Row(user=3902, rating=6.150590419769287)]"
854,"[Row(user=4676, rating=12.814889907836914), Row(user=5810, rating=11.897902488708496), Row(user=5590, rating=11.459280014038086), Row(user=1213, rating=11.40225887298584), Row(user=5297, rating=10.276083946228027), Row(user=1967, rating=10.012189865112305), Row(user=4244, rating=9.895633697509766), Row(user=4441, rating=9.633156776428223), Row(user=4565, rating=9.483343124389648), Row(user=1111, rating=9.198468208312988)]"
2734,"[Row(user=491, rating=4.510970592498779), Row(user=4175, rating=4.459536552429199), Row(user=2339, rating=4.4585747718811035), Row(user=3787, rating=4.398975849151611), Row(user=1341, rating=4.3903889656066895), Row(user=619, rating=4.369624614715576), Row(user=5141, rating=4.359906196594238), Row(user=5735, rating=4.337540626525879), Row(user=3296, rating=4.332098960876465), Row(user=784, rating=4.313492298126221)]"
3664,"[Row(user=4228, rating=5.770884037017822), Row(user=2449, rating=5.237272262573242), Row(user=3448, rating=5.147943496704102), Row(user=1754, rating=4.9941277503967285), Row(user=1102, rating=4.972484588623047), Row(user=5372, rating=4.941648960113525), Row(user=527, rating=4.891228675842285), Row(user=4145, rating=4.862529754638672), Row(user=2735, rating=4.858188152313232), Row(user=4583, rating=4.855422019958496)]"
366,"[Row(user=527, rating=7.253842353820801), Row(user=745, rating=6.871722221374512), Row(user=5810, rating=6.545521259307861), Row(user=1756, rating=6.349111557006836), Row(user=5983, rating=6.2786054611206055), Row(user=5590, rating=6.204495906829834), Row(user=4143, rating=6.100525379180908), Row(user=246, rating=6.017127513885498), Row(user=4231, rating=5.8555121421813965), Row(user=4228, rating=5.821435928344727)]"
1286,"[Row(user=283, rating=5.858652591705322), Row(user=2364, rating=5.742280960083008), Row(user=5297, rating=5.701104164123535), Row(user=1213, rating=5.577483177185059), Row(user=3902, rating=5.570429801940918), Row(user=5072, rating=5.537677764892578), Row(user=2697, rating=5.433497428894043), Row(user=4068, rating=5.410198211669922), Row(user=3960, rating=5.369867324829102), Row(user=4778, rating=5.359560489654541)]"
2036,"[Row(user=527, rating=5.502111434936523), Row(user=4143, rating=5.042932033538818), Row(user=1756, rating=4.941914081573486), Row(user=101, rating=4.877557277679443), Row(user=3902, rating=4.8536882400512695), Row(user=898, rating=4.803005218505859), Row(user=4231, rating=4.787406921386719), Row(user=2428, rating=4.754000663757324), Row(user=5983, rating=4.735246658325195), Row(user=372, rating=4.617330074310303)]"
358,"[Row(user=2560, rating=6.062747478485107), Row(user=2618, rating=5.823932647705078), Row(user=2311, rating=5.672660827636719), Row(user=4441, rating=5.645426273345947), Row(user=5297, rating=5.61357307434082), Row(user=484, rating=5.54286527633667), Row(user=2364, rating=5.53706169128418), Row(user=4056, rating=5.509078025817871), Row(user=5122, rating=5.492651462554932), Row(user=2066, rating=5.44929313659668)]"
590,"[Row(user=283, rating=5.4340057373046875), Row(user=3902, rating=5.277325630187988), Row(user=3296, rating=5.272157669067383), Row(user=2339, rating=5.257888317108154), Row(user=2867, rating=5.254325866699219), Row(user=1856, rating=5.2473859786987305), Row(user=2363, rating=5.147504806518555), Row(user=567, rating=5.086544036865234), Row(user=452, rating=5.0674285888671875), Row(user=2694, rating=5.059133052825928)]"
1180,"[Row(user=4676, rating=7.323978424072266), Row(user=5810, rating=6.938477993011475), Row(user=1213, rating=6.932992458343506), Row(user=283, rating=6.625975608825684), Row(user=3657, rating=6.577027320861816), Row(user=5590, rating=6.471271514892578), Row(user=4565, rating=6.373794078826904), Row(user=878, rating=6.358768463134766), Row(user=4441, rating=6.256953239440918), Row(user=1282, rating=6.215752601623535)]"
1950,"[Row(user=2755, rating=5.693422317504883), Row(user=527, rating=5.624943256378174), Row(user=3657, rating=5.624596118927002), Row(user=283, rating=5.553132057189941), Row(user=5810, rating=5.418570041656494), Row(user=2694, rating=5.3940558433532715), Row(user=4925, rating=5.336849212646484), Row(user=5983, rating=5.31856632232666), Row(user=2313, rating=5.314700603485107), Row(user=121, rating=5.303304672241211)]"
1073,"[Row(user=5810, rating=5.666327953338623), Row(user=3657, rating=5.556435585021973), Row(user=878, rating=5.454341888427734), Row(user=745, rating=5.439284801483154), Row(user=882, rating=5.41192626953125), Row(user=527, rating=5.392179012298584), Row(user=283, rating=5.382720947265625), Row(user=5973, rating=5.292660713195801), Row(user=2755, rating=5.283569812774658), Row(user=4143, rating=5.272447109222412)]"
2413,"[Row(user=2329, rating=5.235466003417969), Row(user=5973, rating=5.039756774902344), Row(user=5783, rating=5.0121588706970215), Row(user=5072, rating=4.948022365570068), Row(user=1319, rating=4.928829193115234), Row(user=5901, rating=4.88663387298584), Row(user=4201, rating=4.787957191467285), Row(user=283, rating=4.781135082244873), Row(user=2311, rating=4.74895715713501), Row(user=1702, rating=4.739652633666992)]"
3723,"[Row(user=2339, rating=5.213135719299316), Row(user=3787, rating=5.1733293533325195), Row(user=283, rating=5.158327102661133), Row(user=3296, rating=5.122203826904297), Row(user=2163, rating=4.9622931480407715), Row(user=4175, rating=4.959420204162598), Row(user=5984, rating=4.957376003265381), Row(user=399, rating=4.951935291290283), Row(user=2363, rating=4.922512531280518), Row(user=3039, rating=4.917618751525879)]"
862,"[Row(user=4703, rating=7.551181793212891), Row(user=4028, rating=6.938299179077148), Row(user=5760, rating=6.804696559906006), Row(user=2195, rating=6.721367835998535), Row(user=491, rating=6.6063337326049805), Row(user=168, rating=6.539180278778076), Row(user=4383, rating=6.50221061706543), Row(user=210, rating=6.493447303771973), Row(user=5141, rating=6.4376935958862305), Row(user=5697, rating=6.407369136810303)]"
2942,"[Row(user=5297, rating=6.047022342681885), Row(user=2364, rating=5.782954692840576), Row(user=1213, rating=5.693165302276611), Row(user=283, rating=5.586677074432373), Row(user=527, rating=5.3911895751953125), Row(user=3902, rating=5.388178825378418), Row(user=4549, rating=5.353486061096191), Row(user=3061, rating=5.349730014801025), Row(user=5188, rating=5.316699504852295), Row(user=5560, rating=5.27053165435791)]"
3832,"[Row(user=1102, rating=8.477129936218262), Row(user=5328, rating=7.475832462310791), Row(user=5758, rating=7.2081708908081055), Row(user=1918, rating=7.19272518157959), Row(user=5004, rating=7.015711307525635), Row(user=2696, rating=6.988951206207275), Row(user=5810, rating=6.952460289001465), Row(user=527, rating=6.677084445953369), Row(user=2534, rating=6.6429338455200195), Row(user=4228, rating=6.622790813446045)]"
2354,"[Row(user=5901, rating=6.908878803253174), Row(user=4441, rating=6.507015228271484), Row(user=5783, rating=5.92727518081665), Row(user=2443, rating=5.911701679229736), Row(user=1319, rating=5.6887712478637695), Row(user=1213, rating=5.666926860809326), Row(user=4676, rating=5.554712295532227), Row(user=430, rating=5.432265281677246), Row(user=5122, rating=5.355057716369629), Row(user=5325, rating=5.3463454246521)]"
2876,"[Row(user=4676, rating=7.244365692138672), Row(user=1213, rating=6.709488391876221), Row(user=5590, rating=6.372522354125977), Row(user=5810, rating=6.351337432861328), Row(user=4441, rating=6.298337459564209), Row(user=5297, rating=5.886847019195557), Row(user=4565, rating=5.805685997009277), Row(user=1967, rating=5.627357006072998), Row(user=5603, rating=5.618618488311768), Row(user=4244, rating=5.43649959564209)]"
1635,"[Row(user=2673, rating=6.008327484130859), Row(user=5069, rating=5.8466386795043945), Row(user=4244, rating=5.823916912078857), Row(user=2479, rating=5.810083389282227), Row(user=491, rating=5.767892837524414), Row(user=207, rating=5.678120136260986), Row(user=2640, rating=5.666672706604004), Row(user=1256, rating=5.6451215744018555), Row(user=217, rating=5.597619533538818), Row(user=1929, rating=5.528383731842041)]"
207,"[Row(user=5297, rating=5.543061256408691), Row(user=1213, rating=5.390205383300781), Row(user=283, rating=5.3353142738342285), Row(user=2364, rating=5.2480998039245605), Row(user=3902, rating=5.0282182693481445), Row(user=527, rating=5.010868072509766), Row(user=1310, rating=4.7990827560424805), Row(user=2295, rating=4.782653331756592), Row(user=3061, rating=4.757895469665527), Row(user=372, rating=4.752282619476318)]"
1527,"[Row(user=210, rating=5.108428955078125), Row(user=2311, rating=5.06699275970459), Row(user=283, rating=5.060622692108154), Row(user=3235, rating=5.033330917358398), Row(user=2560, rating=4.982723236083984), Row(user=5072, rating=4.971668243408203), Row(user=5122, rating=4.924229145050049), Row(user=2329, rating=4.911271095275879), Row(user=535, rating=4.902743339538574), Row(user=153, rating=4.890965938568115)]"
2817,"[Row(user=4143, rating=4.653871059417725), Row(user=527, rating=4.558556079864502), Row(user=101, rating=4.416700839996338), Row(user=4231, rating=4.3530402183532715), Row(user=898, rating=4.343379020690918), Row(user=3979, rating=4.3279290199279785), Row(user=2428, rating=4.130486965179443), Row(user=3902, rating=4.0896501541137695), Row(user=745, rating=4.077583312988281), Row(user=1756, rating=4.06056547164917)]"
3277,"[Row(user=1341, rating=4.82511043548584), Row(user=2694, rating=4.6259026527404785), Row(user=283, rating=4.597598552703857), Row(user=2867, rating=4.525867462158203), Row(user=3296, rating=4.519382476806641), Row(user=1856, rating=4.478464603424072), Row(user=2363, rating=4.474125862121582), Row(user=3856, rating=4.473222732543945), Row(user=5137, rating=4.470919609069824), Row(user=597, rating=4.460731506347656)]"
179,"[Row(user=2449, rating=7.331189155578613), Row(user=1102, rating=7.27011775970459), Row(user=89, rating=7.075361251831055), Row(user=2534, rating=6.958606719970703), Row(user=4145, rating=6.7641706466674805), Row(user=491, rating=6.710009574890137), Row(user=4549, rating=6.660131931304932), Row(user=5004, rating=6.461799621582031), Row(user=1416, rating=6.449220657348633), Row(user=732, rating=6.29585599899292)]"
189,"[Row(user=5810, rating=6.822704315185547), Row(user=3545, rating=6.4901509284973145), Row(user=745, rating=5.974037170410156), Row(user=4676, rating=5.810490131378174), Row(user=4110, rating=5.692113876342773), Row(user=3657, rating=5.621917724609375), Row(user=527, rating=5.514549255371094), Row(user=2755, rating=5.444788932800293), Row(user=269, rating=5.422471523284912), Row(user=2107, rating=5.40873908996582)]"
489,"[Row(user=1213, rating=5.678558826446533), Row(user=5297, rating=5.538440227508545), Row(user=5590, rating=5.077090263366699), Row(user=283, rating=4.974965572357178), Row(user=4676, rating=4.807701110839844), Row(user=4441, rating=4.785516262054443), Row(user=5810, rating=4.768409729003906), Row(user=2502, rating=4.7246479988098145), Row(user=4565, rating=4.673104763031006), Row(user=2364, rating=4.661448001861572)]"
1119,"[Row(user=1102, rating=7.86198616027832), Row(user=5297, rating=7.7923078536987305), Row(user=491, rating=7.7812371253967285), Row(user=1416, rating=7.357095718383789), Row(user=5004, rating=7.266609191894531), Row(user=599, rating=7.227206230163574), Row(user=4549, rating=7.197274208068848), Row(user=2534, rating=7.168045997619629), Row(user=5303, rating=7.054911136627197), Row(user=2673, rating=6.988927364349365)]"
1649,"[Row(user=2640, rating=5.449339866638184), Row(user=1341, rating=5.264580726623535), Row(user=3657, rating=5.190260887145996), Row(user=1862, rating=5.090549468994141), Row(user=4052, rating=5.076979637145996), Row(user=2107, rating=5.075072288513184), Row(user=882, rating=5.057766437530518), Row(user=1670, rating=5.044833183288574), Row(user=5577, rating=5.038578987121582), Row(user=3702, rating=5.036437034606934)]"
